Unnamed: 0,instance_name,source,num_books,num_libraries,num_days,average_book_score,variance_book_score,books_per_library_avg,signup_time_avg,shippings_per_library_avg,book_duplications_per_library_avg
15,d_tough_choices_9e74f464_0016,synthetic-google-hashcode,64581,19462,13536,95.56,0.0,5.26,1.94,1.98,11.32
16,d_tough_choices_20ed3703_0017,synthetic-google-hashcode,21749,8360,9548,77.05,0.0,7.36,1.62,1.27,8.77
17,d_tough_choices_e476bdaf_0018,synthetic-google-hashcode,78600,3857,23403,27.99,0.0,1.45,2.52,1.57,6.77
18,d_tough_choices_b3fbca95_0019,synthetic-google-hashcode,81578,36873,42546,65.0,0.0,7.36,1.19,1.83,9.71
19,d_tough_choices_495a0b11_0020,synthetic-google-hashcode,29524,30000,30001,32.5,0.0,7.36,3.13,1.66,7.36
0,d_tough_choices_aa17a179_0001,synthetic-google-hashcode,68841,32527,32356,62.18,0.0,7.36,2.0,1.15,7.36
1,d_tough_choices_b8d11e93_0002,synthetic-google-hashcode,86262,30000,26214,56.96,0.0,8.44,2.32,1.18,7.56
2,d_tough_choices_77e95be8_0003,synthetic-google-hashcode,90870,30618,32760,56.42,0.0,7.55,2.0,1.18,8.82
3,d_tough_choices_a8dbf5a6_0004,synthetic-google-hashcode,87126,35909,30001,58.68,0.0,6.68,2.0,1.12,7.9
4,d_tough_choices_3eabb322_0005,synthetic-google-hashcode,83460,35278,24069,65.0,0.0,8.06,2.08,1.01,7.36
5,d_tough_choices_d242ea79_0006,synthetic-google-hashcode,92348,32911,26979,75.03,0.0,8.07,1.92,1.11,7.88
6,d_tough_choices_a3b3e90c_0007,synthetic-google-hashcode,80611,30000,27548,65.0,0.0,7.36,2.09,1.13,7.83
7,d_tough_choices_28b904c3_0008,synthetic-google-hashcode,78600,30000,31727,62.37,0.0,6.71,1.75,1.13,6.19
8,d_tough_choices_7b490565_0009,synthetic-google-hashcode,90963,30179,30255,73.0,0.0,6.74,2.12,1.0,8.19
9,d_tough_choices_22d89029_0010,synthetic-google-hashcode,71985,34596,28332,55.11,0.0,8.04,1.83,1.14,7.83
10,d_tough_choices_3d687173_0011,synthetic-google-hashcode,63040,26264,29401,65.0,0.0,6.33,1.85,1.09,7.36
11,d_tough_choices_f2612888_0012,synthetic-google-hashcode,85786,30041,26799,65.0,0.0,7.76,2.0,1.1,7.36
12,d_tough_choices_9f1d2257_0013,synthetic-google-hashcode,87655,35382,28155,75.38,0.0,7.99,2.06,1.06,8.0
13,d_tough_choices_8b566b41_0014,synthetic-google-hashcode,65219,30651,27086,59.42,0.0,7.18,1.96,1.02,6.61
14,d_tough_choices_3f1a7d4a_0015,synthetic-google-hashcode,74860,33799,26857,56.96,0.0,7.9,2.0,1.0,7.36
15,d_tough_choices_ea032b3a_0016,synthetic-google-hashcode,86602,31686,32842,61.87,0.0,8.58,1.99,1.15,7.36
16,d_tough_choices_5eae55a0_0017,synthetic-google-hashcode,73953,32087,29816,65.0,0.0,7.36,1.98,1.0,7.36
17,d_tough_choices_b258fd92_0018,synthetic-google-hashcode,78600,30000,31177,65.0,0.0,7.31,2.25,1.0,7.36
18,d_tough_choices_a2d302f6_0019,synthetic-google-hashcode,82789,30466,28220,77.46,0.0,7.36,1.6,1.18,8.59
19,d_tough_choices_4a48461c_0020,synthetic-google-hashcode,91360,32027,26021,65.0,0.0,6.93,2.3,1.14,7.36
0,d_tough_choices_706384aa_0001,synthetic-google-hashcode,68331,30000,24859,80.94,0.0,7.65,1.88,1.0,8.12
1,d_tough_choices_0139d1b8_0002,synthetic-google-hashcode,78600,21643,24102,61.27,0.0,5.95,2.0,1.09,7.36
2,d_tough_choices_567d124d_0003,synthetic-google-hashcode,95681,38300,27816,78.16,0.0,7.34,2.37,1.03,5.25
3,d_tough_choices_91ed7687_0004,synthetic-google-hashcode,69035,29689,36605,79.76,0.0,8.95,1.89,1.01,9.46
4,d_tough_choices_06913c61_0005,synthetic-google-hashcode,62507,33994,31580,68.03,0.0,7.36,2.57,1.27,8.65
5,d_tough_choices_2e201172_0006,synthetic-google-hashcode,92349,25419,35444,77.77,0.0,7.36,2.55,1.03,7.79
6,d_tough_choices_7d87a6cd_0007,synthetic-google-hashcode,70647,23235,38969,48.87,0.0,7.36,1.97,1.04,8.22
7,d_tough_choices_42790b5a_0008,synthetic-google-hashcode,61248,24584,21848,47.08,0.0,7.25,1.46,1.23,7.36
8,d_tough_choices_c393fb80_0009,synthetic-google-hashcode,60093,38811,32184,55.74,0.0,6.67,1.68,1.0,8.0
9,d_tough_choices_427f69ef_0010,synthetic-google-hashcode,65328,26100,25485,52.16,0.0,5.67,1.76,1.23,8.39
10,d_tough_choices_4e50b8f4_0011,synthetic-google-hashcode,94640,37853,24203,71.52,0.0,8.19,2.14,1.2,8.38
11,d_tough_choices_83f76c4b_0012,synthetic-google-hashcode,71681,21193,23708,61.12,0.0,7.62,2.0,1.17,8.55
12,d_tough_choices_e2ae6445_0013,synthetic-google-hashcode,62011,37192,32604,65.0,0.0,8.07,2.34,1.0,6.07
13,d_tough_choices_a815a486_0014,synthetic-google-hashcode,78600,25763,38963,81.07,0.0,7.36,2.0,1.16,7.36
14,d_tough_choices_3518fd83_0015,synthetic-google-hashcode,78600,30000,21438,46.98,0.0,7.36,2.47,1.13,8.3
15,d_tough_choices_fb5883b9_0016,synthetic-google-hashcode,55548,30000,25663,66.59,0.0,6.92,2.31,1.07,6.0
16,d_tough_choices_6fe4357f_0017,synthetic-google-hashcode,56798,30000,33621,65.0,0.0,5.98,2.31,1.12,7.47
17,d_tough_choices_f9d83127_0018,synthetic-google-hashcode,78600,34098,34479,55.33,0.0,7.02,1.43,1.26,7.19
18,d_tough_choices_7b5470a8_0019,synthetic-google-hashcode,97778,37403,22964,48.37,0.0,7.58,2.0,1.22,8.57
19,d_tough_choices_40a1240a_0020,synthetic-google-hashcode,76868,28461,30144,64.92,0.0,7.36,1.87,1.05,7.36
0,d_tough_choices_5df267e3_0001,synthetic-google-hashcode,97142,30000,23281,65.0,0.0,4.45,2.49,1.11,8.15
1,d_tough_choices_2e5e24f3_0002,synthetic-google-hashcode,91841,30000,30001,76.44,0.0,7.79,2.43,1.0,7.36
2,d_tough_choices_a98984e6_0003,synthetic-google-hashcode,91297,18266,27672,65.98,0.0,7.36,2.36,1.0,4.5
3,d_tough_choices_7a3a8ea9_0004,synthetic-google-hashcode,85940,36149,30001,65.0,0.0,6.16,2.0,1.0,5.26
4,d_tough_choices_8470492f_0005,synthetic-google-hashcode,78600,21598,38028,57.34,0.0,6.43,1.51,1.15,7.36
5,d_tough_choices_f66d9d1e_0006,synthetic-google-hashcode,68452,18059,30001,50.84,0.0,6.74,2.3,1.07,7.95
6,d_tough_choices_56870095_0007,synthetic-google-hashcode,58315,32844,28541,65.0,0.0,5.03,1.41,1.37,7.36
7,d_tough_choices_ed9b3d6c_0008,synthetic-google-hashcode,69281,18867,41314,65.72,0.0,5.38,2.0,1.15,6.85
8,d_tough_choices_b9bef1ae_0009,synthetic-google-hashcode,98780,39978,30001,74.61,0.0,6.22,2.34,1.09,5.93
9,d_tough_choices_6a2f7ae0_0010,synthetic-google-hashcode,67501,30000,33523,39.29,0.0,9.24,1.3,1.17,4.48
10,d_tough_choices_a591a04a_0011,synthetic-google-hashcode,82813,30878,30001,65.0,0.0,9.12,2.21,1.03,9.23
11,d_tough_choices_b2d7ab92_0012,synthetic-google-hashcode,78600,30130,35771,85.58,0.0,7.84,2.0,1.0,5.11
12,d_tough_choices_2e777406_0013,synthetic-google-hashcode,92418,24968,30001,43.94,0.0,7.22,2.0,1.4,4.74
13,d_tough_choices_841e8c48_0014,synthetic-google-hashcode,77757,23466,20036,75.72,0.0,7.75,1.28,1.39,5.6
14,d_tough_choices_54417502_0015,synthetic-google-hashcode,91850,30000,23266,65.0,0.0,7.04,2.66,1.17,7.36
15,d_tough_choices_8e3a8481_0016,synthetic-google-hashcode,78600,27925,29503,40.49,0.0,6.73,1.32,1.33,7.32
16,d_tough_choices_3f813d47_0017,synthetic-google-hashcode,65674,23829,18813,71.66,0.0,8.98,2.37,1.0,5.28
17,d_tough_choices_7d6047be_0018,synthetic-google-hashcode,58876,30000,24423,61.49,0.0,8.81,2.0,1.23,9.62
18,d_tough_choices_bfd2c2b8_0019,synthetic-google-hashcode,78600,36628,30001,65.0,0.0,7.36,1.69,1.35,9.34
19,d_tough_choices_d768e49b_0020,synthetic-google-hashcode,78600,31695,23018,61.08,0.0,7.3,2.0,1.37,7.36
0,d_tough_choices_f36c6d55_0001,synthetic-google-hashcode,70234,18073,41859,57.48,0.0,7.36,2.2,1.37,4.52
1,d_tough_choices_ec0a3bdb_0002,synthetic-google-hashcode,55616,33785,31370,49.07,0.0,7.36,1.24,1.01,4.88
2,d_tough_choices_f86c450e_0003,synthetic-google-hashcode,72586,30597,35976,44.3,0.0,6.25,2.42,1.0,3.73
3,d_tough_choices_5debf4f7_0004,synthetic-google-hashcode,87965,41024,19618,85.7,0.0,5.69,2.45,1.41,9.24
4,d_tough_choices_6a415624_0005,synthetic-google-hashcode,47308,18805,30001,76.54,0.0,6.13,1.75,1.03,5.19
5,d_tough_choices_48ebf2bf_0006,synthetic-google-hashcode,78600,37785,38462,55.58,0.0,8.91,2.8,1.39,7.36
6,d_tough_choices_3ce015e4_0007,synthetic-google-hashcode,78600,16303,39929,76.46,0.0,8.66,1.32,1.0,7.1
7,d_tough_choices_d6622a89_0008,synthetic-google-hashcode,89040,44866,30001,37.51,0.0,9.65,2.0,1.21,8.78
8,d_tough_choices_60324b90_0009,synthetic-google-hashcode,52052,26745,43853,55.44,0.0,7.36,2.0,1.22,5.93
9,d_tough_choices_17e2fa0f_0010,synthetic-google-hashcode,68216,30000,31815,46.91,0.0,8.33,1.8,1.05,5.27
10,d_tough_choices_4f70101d_0011,synthetic-google-hashcode,53378,29758,41469,65.0,0.0,11.03,1.64,1.35,9.51
11,d_tough_choices_765e9f24_0012,synthetic-google-hashcode,78600,30000,38364,84.05,0.0,7.54,1.8,1.5,7.36
12,d_tough_choices_0be2b119_0013,synthetic-google-hashcode,60218,30000,21277,43.99,0.0,7.36,1.88,1.01,10.95
13,d_tough_choices_6797c99b_0014,synthetic-google-hashcode,91991,30632,37944,65.0,0.0,7.53,2.26,1.33,10.09
14,d_tough_choices_3131efc2_0015,synthetic-google-hashcode,65026,15932,31022,36.89,0.0,6.97,2.55,1.0,7.43
15,d_tough_choices_2844f32d_0016,synthetic-google-hashcode,42870,32412,29398,35.6,0.0,7.36,2.0,1.0,5.61
16,d_tough_choices_7b7ff871_0017,synthetic-google-hashcode,62592,30000,43417,76.0,0.0,8.03,2.93,1.0,7.36
17,d_tough_choices_97ed6ee5_0018,synthetic-google-hashcode,50389,38368,39297,75.98,0.0,4.79,2.58,1.37,7.68
18,d_tough_choices_4dda7718_0019,synthetic-google-hashcode,64878,15761,30381,65.0,0.0,5.59,1.18,1.36,3.74
19,d_tough_choices_63ec1ee6_0020,synthetic-google-hashcode,87821,30000,28680,88.47,0.0,7.92,1.73,1.39,10.61
0,d_tough_choices_246f44ec_0001,synthetic-google-hashcode,38162,19321,30070,65.0,0.0,8.58,2.0,1.29,8.19
1,d_tough_choices_d35ebeb6_0002,synthetic-google-hashcode,48490,46176,36466,69.39,0.0,3.6,2.38,1.06,10.01
2,d_tough_choices_70f990fb_0003,synthetic-google-hashcode,62526,30000,14430,43.48,0.0,7.36,1.67,1.28,9.82
3,d_tough_choices_958c49f0_0004,synthetic-google-hashcode,78600,43124,44455,65.0,0.0,9.03,1.7,1.16,8.83
4,d_tough_choices_3e1eff1d_0005,synthetic-google-hashcode,89064,30000,30001,73.5,0.0,7.98,3.0,1.0,10.49
5,d_tough_choices_22591f5f_0006,synthetic-google-hashcode,78600,25184,30001,39.74,0.0,5.03,1.89,1.57,7.8
6,d_tough_choices_ed71e3a7_0007,synthetic-google-hashcode,78600,30000,32535,34.26,0.0,10.64,2.14,1.25,5.43
7,d_tough_choices_a7236270_0008,synthetic-google-hashcode,88587,46137,36903,84.61,0.0,8.47,1.66,1.0,10.6
8,d_tough_choices_8af3c6dd_0009,synthetic-google-hashcode,74424,38953,30001,92.34,0.0,7.36,2.64,1.3,9.7
9,d_tough_choices_4f721c50_0010,synthetic-google-hashcode,57064,30000,28839,75.68,0.0,10.61,1.19,1.52,5.28
10,d_tough_choices_efa8c9a1_0011,synthetic-google-hashcode,87344,44663,24459,51.31,0.0,11.31,1.25,1.57,7.96
11,d_tough_choices_5ce5b9d6_0012,synthetic-google-hashcode,82176,41371,26524,65.0,0.0,7.36,1.07,1.54,8.61
12,d_tough_choices_8b284324_0013,synthetic-google-hashcode,70662,24517,25709,98.09,0.0,7.36,1.34,1.32,10.85
13,d_tough_choices_f1de90a6_0014,synthetic-google-hashcode,76377,20811,46679,78.45,0.0,10.89,1.59,1.3,3.88
14,d_tough_choices_2609ca36_0015,synthetic-google-hashcode,78600,44170,42125,65.0,0.0,4.19,2.18,1.11,6.63
15,d_tough_choices_6dbeddd0_0016,synthetic-google-hashcode,91448,30000,36704,45.32,0.0,5.31,2.92,1.49,10.07
16,d_tough_choices_d854fc91_0017,synthetic-google-hashcode,57811,24029,30001,70.46,0.0,8.09,2.0,1.14,4.83
17,d_tough_choices_32190b3a_0018,synthetic-google-hashcode,87632,36396,24216,38.66,0.0,4.13,2.0,1.57,10.15
18,d_tough_choices_35dda32f_0019,synthetic-google-hashcode,76798,43523,42622,26.49,0.0,10.15,2.68,1.0,10.14
19,d_tough_choices_1002b8d4_0020,synthetic-google-hashcode,78600,26756,30001,57.83,0.0,10.92,2.0,1.0,3.17
0,d_tough_choices_fad6c114_0001,synthetic-google-hashcode,78600,43410,15312,60.27,0.0,5.12,2.43,1.12,6.21
1,d_tough_choices_7b062344_0002,synthetic-google-hashcode,78600,21370,11997,87.97,0.0,10.69,1.53,1.55,8.03
2,d_tough_choices_00c20f2f_0003,synthetic-google-hashcode,40634,39820,13866,94.03,0.0,5.14,2.58,1.15,4.42
3,d_tough_choices_b557c4b3_0004,synthetic-google-hashcode,45293,40634,48973,61.5,0.0,7.36,3.22,1.69,9.98
4,d_tough_choices_4a47cfa3_0005,synthetic-google-hashcode,40190,47227,43932,31.7,0.0,7.36,2.0,1.51,5.63
5,d_tough_choices_16d2bf23_0006,synthetic-google-hashcode,71752,10157,29651,67.78,0.0,6.57,1.15,1.44,4.46
6,d_tough_choices_be5c0169_0007,synthetic-google-hashcode,94521,29773,45531,97.54,0.0,2.86,1.48,1.48,10.81
7,d_tough_choices_532ac607_0008,synthetic-google-hashcode,29888,24720,33254,103.45,0.0,4.69,2.0,1.26,6.23
8,d_tough_choices_75bfe7c9_0009,synthetic-google-hashcode,32300,30399,35390,57.0,0.0,7.36,2.73,1.35,9.3
9,d_tough_choices_a7936fd5_0010,synthetic-google-hashcode,99438,22407,33765,65.0,0.0,7.36,2.0,1.0,10.53
10,d_tough_choices_e97ff92d_0011,synthetic-google-hashcode,73200,24052,35440,46.23,0.0,12.1,2.3,1.1,6.55
11,d_tough_choices_9989ab03_0012,synthetic-google-hashcode,78600,27119,25834,59.92,0.0,4.09,2.91,1.53,6.58
12,d_tough_choices_f81e1144_0013,synthetic-google-hashcode,49938,12296,30001,53.79,0.0,5.61,2.0,1.13,12.29
13,d_tough_choices_0c7893cf_0014,synthetic-google-hashcode,80604,31541,11400,103.47,0.0,7.36,3.27,1.38,8.88
14,d_tough_choices_75b32670_0015,synthetic-google-hashcode,36994,30000,16067,56.0,0.0,7.36,1.56,1.21,6.88
15,d_tough_choices_60ef53b7_0016,synthetic-google-hashcode,78600,20517,20117,66.63,0.0,12.04,2.16,1.0,10.11
16,d_tough_choices_d8918885_0017,synthetic-google-hashcode,74360,46025,13701,50.14,0.0,4.62,3.26,1.34,10.0
17,d_tough_choices_714891f2_0018,synthetic-google-hashcode,94835,33217,48079,65.0,0.0,7.59,2.0,1.09,3.95
18,d_tough_choices_9ad94594_0019,synthetic-google-hashcode,78626,28533,30001,65.0,0.0,6.31,2.0,1.49,7.36
19,d_tough_choices_5daaa80d_0020,synthetic-google-hashcode,94028,39904,40713,78.6,0.0,7.36,1.12,1.07,7.36
0,d_tough_choices_08800a3d_0001,synthetic-google-hashcode,27948,41243,28714,62.86,0.0,6.92,2.67,1.65,12.3
1,d_tough_choices_d3214a7f_0002,synthetic-google-hashcode,85015,30000,30001,65.0,0.0,9.38,1.56,1.52,9.58
2,d_tough_choices_7ec0c803_0003,synthetic-google-hashcode,78600,40208,38221,73.9,0.0,5.37,1.2,1.28,1.95
3,d_tough_choices_f5028cfb_0004,synthetic-google-hashcode,59146,6481,39796,79.71,0.0,5.41,3.32,1.19,12.15
4,d_tough_choices_14e4b4fe_0005,synthetic-google-hashcode,56823,40690,27405,80.57,0.0,5.32,2.0,1.37,11.24
5,d_tough_choices_f4dfafad_0006,synthetic-google-hashcode,24908,43884,30001,64.3,0.0,5.07,2.0,1.52,6.66
6,d_tough_choices_6b74fd08_0007,synthetic-google-hashcode,99971,39564,9672,73.58,0.0,13.05,2.0,1.12,12.27
7,d_tough_choices_580177f2_0008,synthetic-google-hashcode,63111,33281,11070,97.99,0.0,3.47,3.07,1.11,9.52
8,d_tough_choices_32f5e694_0009,synthetic-google-hashcode,62989,44042,33379,60.36,0.0,7.36,2.9,1.69,10.39
9,d_tough_choices_6c51d2e0_0010,synthetic-google-hashcode,54189,28533,17695,84.15,0.0,9.31,1.17,1.29,7.36
10,d_tough_choices_700d438d_0011,synthetic-google-hashcode,25391,7196,24059,23.41,0.0,10.37,1.84,1.0,12.76
11,d_tough_choices_193ff751_0012,synthetic-google-hashcode,33950,47310,6911,115.19,0.0,12.32,1.37,1.0,8.02
12,d_tough_choices_0389b683_0013,synthetic-google-hashcode,65142,13721,47684,88.72,0.0,11.87,2.07,1.37,11.22
13,d_tough_choices_2b5f7347_0014,synthetic-google-hashcode,66165,36494,16439,98.74,0.0,1.53,3.34,1.1,7.16
14,d_tough_choices_4942395e_0015,synthetic-google-hashcode,78600,50004,30001,65.0,0.0,6.4,1.43,1.61,1.93
15,d_tough_choices_0e9d8eb6_0016,synthetic-google-hashcode,95546,22595,53876,32.64,0.0,8.79,1.91,1.56,10.11
16,d_tough_choices_00fdc8d0_0017,synthetic-google-hashcode,16631,30000,27029,100.61,0.0,12.6,2.33,1.02,6.89
17,d_tough_choices_8f454c7e_0018,synthetic-google-hashcode,44052,31885,25308,75.62,0.0,9.33,2.0,1.54,5.33
18,d_tough_choices_f98c5875_0019,synthetic-google-hashcode,83914,48022,37072,105.3,0.0,1.81,2.35,1.42,2.44
19,d_tough_choices_0566b476_0020,synthetic-google-hashcode,80399,53049,24087,64.06,0.0,6.8,3.2,1.17,2.93
0,d_tough_choices_e674eaec_0001,synthetic-google-hashcode,78192,30000,30001,65.0,0.0,7.36,2.72,1.6,5.97
1,d_tough_choices_d9fadbb9_0002,synthetic-google-hashcode,28352,42119,30001,112.69,0.0,5.39,1.41,1.0,4.67
2,d_tough_choices_58c468ba_0003,synthetic-google-hashcode,85289,7600,4294,81.51,0.0,2.14,2.37,1.01,7.36
3,d_tough_choices_8d59bf53_0004,synthetic-google-hashcode,78600,40749,23695,93.46,0.0,1.43,3.66,1.27,4.02
4,d_tough_choices_9d9f2052_0005,synthetic-google-hashcode,19612,47808,14435,48.08,0.0,3.99,2.88,1.25,11.33
5,d_tough_choices_7d3c12a3_0006,synthetic-google-hashcode,78230,9338,39715,65.0,0.0,2.55,3.73,1.08,3.86
6,d_tough_choices_2b485451_0007,synthetic-google-hashcode,78600,40881,54522,65.0,0.0,11.23,3.22,1.36,10.48
7,d_tough_choices_e4eb0146_0008,synthetic-google-hashcode,99037,28949,11899,22.02,0.0,12.83,1.72,1.16,5.93
8,d_tough_choices_42e3d661_0009,synthetic-google-hashcode,25546,38570,37790,65.0,0.0,11.43,2.0,1.35,13.94
9,d_tough_choices_02935f52_0010,synthetic-google-hashcode,45172,34643,25348,56.7,0.0,2.12,1.19,1.82,7.36
10,d_tough_choices_6e0c535e_0011,synthetic-google-hashcode,78600,8997,36040,12.48,0.0,11.94,3.46,1.52,12.25
11,d_tough_choices_85c6c49a_0012,synthetic-google-hashcode,78600,28364,7415,112.2,0.0,12.14,3.23,1.72,9.36
12,d_tough_choices_780209f9_0013,synthetic-google-hashcode,78600,34607,22657,53.5,0.0,11.77,3.1,1.69,7.4
13,d_tough_choices_b10689e6_0014,synthetic-google-hashcode,48276,33859,18272,65.0,0.0,8.91,1.09,1.61,3.4
14,d_tough_choices_bf3f2a2b_0015,synthetic-google-hashcode,22435,40176,30001,8.43,0.0,7.36,3.77,1.0,12.33
15,d_tough_choices_5dfafb82_0016,synthetic-google-hashcode,13791,48129,34168,25.31,0.0,7.36,1.59,1.88,7.36
16,d_tough_choices_7479bce7_0017,synthetic-google-hashcode,33217,46679,16918,117.43,0.0,11.64,2.53,1.67,3.32
17,d_tough_choices_f3832cf4_0018,synthetic-google-hashcode,78600,30000,24480,47.12,0.0,10.43,1.2,1.4,7.31
18,d_tough_choices_143201df_0019,synthetic-google-hashcode,51090,30000,30306,19.23,0.0,8.54,2.0,1.57,12.13
19,d_tough_choices_2c197db7_0020,synthetic-google-hashcode,86054,4283,40257,65.0,0.0,6.63,2.21,1.0,7.36
0,e_so_many_books_17850582_0001,synthetic-google-hashcode,93550,978,218,136.17,4877.35,492.44,5.44,1.44,509.23
1,e_so_many_books_a0bdfbce_0002,synthetic-google-hashcode,97699,962,200,125.49,4869.78,491.31,4.92,1.5,488.32
2,e_so_many_books_79b32e9e_0003,synthetic-google-hashcode,97292,1000,210,125.49,4819.82,521.49,5.11,1.39,534.78
3,e_so_many_books_0bff85d6_0004,synthetic-google-hashcode,96946,1096,196,134.83,5350.42,443.11,5.43,1.47,524.45
4,e_so_many_books_911f7a98_0005,synthetic-google-hashcode,100000,1001,189,125.93,4996.72,503.29,5.47,1.49,494.54
5,e_so_many_books_d072aeff_0006,synthetic-google-hashcode,94617,997,185,122.08,5187.1,455.58,5.13,1.49,511.69
6,e_so_many_books_24c8e06d_0007,synthetic-google-hashcode,93396,1051,206,127.84,5209.66,529.17,5.76,1.5,471.55
7,e_so_many_books_79d18ee6_0008,synthetic-google-hashcode,97703,1070,194,113.77,5187.1,484.77,5.01,1.53,488.32
8,e_so_many_books_a8dc5a67_0009,synthetic-google-hashcode,91496,944,189,125.49,4919.26,480.39,5.42,1.63,446.29
9,e_so_many_books_7f4bfbb9_0010,synthetic-google-hashcode,90899,1000,210,124.37,5606.86,491.94,5.23,1.41,489.63
10,e_so_many_books_aaa70ac3_0011,synthetic-google-hashcode,97496,1030,200,134.88,4848.45,486.23,5.8,1.52,488.32
11,e_so_many_books_10eef710_0012,synthetic-google-hashcode,98138,1095,218,125.49,5190.85,470.54,5.67,1.4,488.32
12,e_so_many_books_122da9fe_0013,synthetic-google-hashcode,99322,1000,188,117.39,4887.66,481.27,5.84,1.62,454.27
13,e_so_many_books_697d0dab_0014,synthetic-google-hashcode,100000,1000,215,113.12,5112.02,446.23,5.43,1.37,504.58
14,e_so_many_books_16a69691_0015,synthetic-google-hashcode,90407,1003,187,113.44,5184.16,491.94,5.9,1.49,488.32
15,e_so_many_books_bc533448_0016,synthetic-google-hashcode,97844,986,207,125.49,5187.1,492.79,5.83,1.49,514.97
16,e_so_many_books_30a94b62_0017,synthetic-google-hashcode,94991,1000,216,118.27,4710.58,491.94,5.06,1.4,492.05
17,e_so_many_books_b8c78e47_0018,synthetic-google-hashcode,94925,959,200,125.49,5119.98,491.94,5.43,1.35,488.32
18,e_so_many_books_20ff22d5_0019,synthetic-google-hashcode,94398,1087,187,125.49,5487.39,491.94,5.59,1.49,507.54
19,e_so_many_books_540e6358_0020,synthetic-google-hashcode,100000,1098,200,125.49,5494.23,491.94,5.43,1.48,488.32
0,e_so_many_books_0bf7d888_0001,synthetic-google-hashcode,83866,361,145,140.85,7781.96,71.14,5.43,1.49,760.57
1,e_so_many_books_746b59b6_0002,synthetic-google-hashcode,78365,1957,200,193.99,5750.17,667.33,5.43,2.85,488.32
2,e_so_many_books_80a2f560_0003,synthetic-google-hashcode,13802,1000,102,134.92,1357.66,6.67,1.64,1.49,33.03
3,e_so_many_books_02747e54_0004,synthetic-google-hashcode,61122,1998,221,27.65,7946.68,715.06,6.04,1.08,488.32
4,e_so_many_books_34902e68_0005,synthetic-google-hashcode,97131,855,200,33.04,9139.93,491.94,2.12,1.16,15.54
5,e_so_many_books_2568768f_0006,synthetic-google-hashcode,93416,1000,200,69.14,5943.78,80.52,3.74,2.92,661.79
6,e_so_many_books_b271b6e7_0007,synthetic-google-hashcode,100000,752,383,183.75,618.36,669.52,3.87,1.07,707.29
7,e_so_many_books_faf16c7c_0008,synthetic-google-hashcode,100000,38,363,213.53,3818.34,491.94,8.1,1.19,753.2
8,e_so_many_books_3f74103c_0009,synthetic-google-hashcode,60711,1000,283,67.88,5187.1,491.94,8.71,2.3,575.54
9,e_so_many_books_9b240ff4_0010,synthetic-google-hashcode,100000,1055,22,125.49,4567.39,694.38,2.2,1.49,264.11
10,e_so_many_books_141cbb6b_0011,synthetic-google-hashcode,4839,780,295,127.14,5187.1,150.87,5.14,1.66,488.32
11,e_so_many_books_b5c5b8f8_0012,synthetic-google-hashcode,85903,142,138,125.49,5478.46,491.94,5.43,2.75,488.32
12,e_so_many_books_5b30bbca_0013,synthetic-google-hashcode,25195,759,211,125.49,3059.24,498.88,9.87,1.7,594.27
13,e_so_many_books_c897c32d_0014,synthetic-google-hashcode,94317,1406,351,208.75,5187.1,240.65,1.21,2.78,214.75
14,e_so_many_books_b11810d0_0015,synthetic-google-hashcode,51206,1000,274,125.49,5187.1,38.37,4.95,1.44,68.97
15,e_so_many_books_fbb17323_0016,synthetic-google-hashcode,12059,1737,259,203.25,4998.31,666.77,9.0,1.49,355.49
16,e_so_many_books_3d1aba4a_0017,synthetic-google-hashcode,62153,714,46,125.49,5543.9,834.13,6.31,1.49,869.74
17,e_so_many_books_559b3e41_0018,synthetic-google-hashcode,7731,161,162,30.39,6147.66,628.02,1.56,1.55,54.29
18,e_so_many_books_a9ea464b_0019,synthetic-google-hashcode,77779,1186,54,185.52,3324.34,265.13,2.04,1.56,702.69
19,e_so_many_books_1411ca87_0020,synthetic-google-hashcode,48477,1975,157,114.36,5187.1,276.26,7.89,2.63,657.63
0,e_so_many_books_e774e0b6_0001,synthetic-google-hashcode,84091,1004,202,143.85,5899.1,491.94,4.96,1.33,486.65
1,e_so_many_books_61c21256_0002,synthetic-google-hashcode,100000,1106,224,110.42,4316.63,491.94,4.67,1.49,420.15
2,e_so_many_books_2d545d6b_0003,synthetic-google-hashcode,81208,946,231,118.16,5661.16,453.1,6.03,1.49,398.77
3,e_so_many_books_8e65ceee_0004,synthetic-google-hashcode,82587,949,216,139.56,5645.73,550.63,6.33,1.43,507.05
4,e_so_many_books_ef2d616f_0005,synthetic-google-hashcode,94103,918,183,136.95,4859.77,504.29,4.97,1.32,488.32
5,e_so_many_books_a376094c_0006,synthetic-google-hashcode,100000,1083,224,125.49,5187.1,438.6,6.49,1.49,488.32
6,e_so_many_books_acd9480e_0007,synthetic-google-hashcode,90394,831,224,146.71,5823.56,424.82,4.68,1.35,579.73
7,e_so_many_books_55c3224e_0008,synthetic-google-hashcode,92190,911,168,135.63,4296.63,425.76,6.32,1.7,430.99
8,e_so_many_books_2b0f8f16_0009,synthetic-google-hashcode,88930,1063,211,125.49,4242.03,491.94,5.43,1.38,460.34
9,e_so_many_books_c9a2a30f_0010,synthetic-google-hashcode,90707,1073,207,147.21,4378.97,464.34,5.3,1.49,468.67
10,e_so_many_books_44f101d4_0011,synthetic-google-hashcode,99709,1045,179,146.19,5017.69,419.84,5.43,1.7,550.96
